"datazone","HO.allhouseholds","HO.council","HO.employ","HO.other","HO.ownmortloan","HO.ownoutright","HO.percown","HO.percpriv","HO.percsocial","HO.privlet","HO.relative","HO.sharedown","HO.social","year"
"S01000372",376,95,2,0,174,93,71.01,3.19,25.8,8,2,0,2,2001
"S01000373",220,3,0,1,154,58,96.36,2.27,1.36,3,1,0,0,2001
"S01000374",291,33,0,0,144,108,86.6,1.03,12.37,1,2,0,3,2001
"S01000375",271,117,0,0,93,26,44.28,1.48,54.24,3,1,1,30,2001
"S01000376",345,160,0,0,130,33,47.25,1.45,51.3,3,2,0,17,2001
"S01000377",282,0,2,3,116,117,82.62,17.38,0,38,6,0,0,2001
"S01000378",195,72,0,0,78,41,61.03,0.51,38.46,1,0,0,3,2001
"S01000379",212,2,0,1,120,77,92.92,6.13,0.94,9,3,0,0,2001
"S01000380",268,13,0,0,176,69,91.79,3.36,4.85,8,1,1,0,2001
"S01000381",362,43,1,0,153,151,83.98,4.14,11.88,10,4,0,0,2001
"S01000382",299,31,9,1,110,91,67.22,21.74,11.04,47,8,0,2,2001
"S01000383",272,29,0,0,144,82,83.09,5.51,11.4,14,1,0,2,2001
"S01000384",313,54,13,0,77,92,54.31,25.24,20.45,60,6,1,10,2001
"S01000385",243,42,0,0,122,17,58.02,13.17,28.81,31,1,2,28,2001
"S01000386",339,47,5,0,124,126,73.75,11.8,14.45,27,8,0,2,2001
"S01000387",348,61,4,0,165,109,79.02,3.45,17.53,8,0,1,0,2001
"S01000388",281,8,4,1,145,101,87.9,9.25,2.85,18,3,1,0,2001
"S01000389",240,2,0,0,168,21,87.08,0.83,12.08,2,0,20,27,2001
"S01000390",303,116,3,0,108,66,58.42,2.31,39.27,2,2,3,3,2001
"S01000391",253,8,1,1,97,64,69.57,11.86,18.58,24,4,15,39,2001
"S01000392",271,9,2,2,166,78,91.51,4.8,3.69,8,1,4,1,2001
"S01000393",376,53,1,1,130,139,71.81,4.26,23.94,10,4,1,37,2001
"S01000394",282,54,0,0,124,35,56.38,2.48,41.13,6,1,0,62,2001
"S01000395",282,20,6,4,120,101,78.37,14.54,7.09,25,6,0,0,2001
"S01000396",461,216,0,0,115,89,44.47,1.52,54.01,2,5,1,33,2001
"S01000397",442,115,3,0,202,111,71.04,2.71,26.24,5,4,1,1,2001
"S01000398",271,2,19,3,96,105,74.91,23.99,1.11,38,5,2,1,2001
"S01000399",294,40,1,1,117,92,71.09,14.97,13.95,36,6,0,1,2001
"S01000400",339,87,1,0,121,93,63.13,9.73,27.14,27,5,0,5,2001
"S01000401",306,16,8,3,133,108,78.76,16.01,5.23,33,5,0,0,2001
"S01000402",303,6,1,1,185,81,87.79,4.62,7.59,9,3,0,17,2001
"S01000403",350,54,2,0,163,117,80,3.14,16.86,6,3,0,5,2001
"S01000404",284,9,1,1,176,80,90.14,3.52,6.34,6,2,0,9,2001
"S01000405",208,6,9,0,99,77,84.62,12.5,2.88,16,1,0,0,2001
"S01000406",265,80,1,0,117,53,64.53,4.53,30.94,6,5,1,2,2001
"S01000407",269,128,0,0,107,28,50.56,1.49,47.96,4,0,1,1,2001
"S01000408",199,1,1,1,146,41,94.97,4.52,0.5,3,4,2,0,2001
"S01000409",233,0,1,1,158,48,97,2.58,0.43,1,3,20,1,2001
"S01000410",242,2,10,5,105,94,82.23,16.94,0.83,24,2,0,0,2001
"S01000411",235,16,13,2,111,59,72.34,20,7.66,29,3,0,2,2001
"S01000412",291,45,15,2,129,67,67.35,17.18,15.46,30,3,0,0,2001
"S01000413",311,40,2,1,160,92,81.03,6.11,12.86,9,7,0,0,2001
"S01000414",245,12,0,0,170,49,89.39,4.08,6.53,8,2,0,4,2001
"S01000415",273,79,1,0,96,57,56.04,4.76,39.19,8,4,0,28,2001
"S01000416",274,68,0,2,128,52,71.17,3.28,25.55,7,0,15,2,2001
"S01000417",400,90,1,1,166,119,71.75,3.5,24.75,11,1,2,9,2001
"S01000418",273,16,4,4,104,113,79.49,13.92,6.59,25,5,0,2,2001
"S01000419",244,2,20,4,109,79,77.05,21.31,1.64,24,4,0,2,2001
"S01000420",412,84,3,0,179,121,73.3,4.61,22.09,11,5,2,7,2001
"S01000421",227,17,4,1,115,65,79.3,13.22,7.49,21,4,0,0,2001
"S01000422",286,70,2,0,92,107,69.58,4.9,25.52,7,5,0,3,2001
"S01000423",320,16,4,0,186,88,85.62,9.38,5,18,8,0,0,2001
"S01000424",256,17,4,2,151,47,77.73,10.55,11.72,19,2,1,13,2001
"S01000425",315,57,3,2,124,78,64.13,10.48,25.4,23,5,0,23,2001
"S01000426",277,25,2,2,136,95,83.39,7.58,9.03,15,2,0,0,2001
"S01000427",326,1,1,0,239,63,92.64,7.06,0.31,18,4,0,0,2001
"S01000428",276,4,2,2,186,75,94.57,3.99,1.45,6,1,0,0,2001
"S01000429",344,5,0,3,160,159,92.73,5.52,1.74,4,12,0,1,2001
"S01000430",214,0,0,0,117,84,94.86,5.14,0,9,2,2,0,2001
"S01000431",311,94,0,4,86,75,52.09,11.58,36.33,26,6,1,19,2001
"S01000432",422,5,1,0,213,173,91.47,7.11,1.42,15,14,0,1,2001
"S01000433",241,119,0,0,67,44,46.89,3.32,49.79,4,4,2,1,2001
"S01000434",245,117,0,0,91,33,50.61,1.22,48.16,2,1,0,1,2001
"S01000435",224,54,1,0,117,48,73.66,1.79,24.55,2,1,0,1,2001
"S01000436",232,1,0,0,180,45,96.98,2.59,0.43,4,2,0,0,2001
"S01000437",402,49,1,0,256,87,85.32,2.24,12.44,6,2,0,1,2001
"S01000438",230,2,0,0,164,62,98.26,0.87,0.87,0,2,0,0,2001
"S01000439",268,17,22,1,95,59,57.46,35.82,6.72,65,8,0,1,2001
"S01000440",342,39,1,1,150,120,79.24,9.36,11.4,25,5,1,0,2001
"S01000441",357,66,14,4,104,113,60.78,16.53,22.69,32,9,0,15,2001
"S01000442",319,4,13,1,152,95,77.43,21,1.57,49,4,0,1,2001
"S01000443",215,4,9,0,103,71,80.93,17.21,1.86,24,4,0,0,2001
"S01000444",200,3,15,1,96,60,78,20.5,1.5,21,4,0,0,2001
"S01000445",396,56,3,1,209,112,81.06,4.55,14.39,11,3,0,1,2001
"S01000446",362,10,16,6,162,112,75.69,21.55,2.76,45,11,0,0,2001
"S01000447",212,69,1,0,82,57,66.04,1.42,32.55,1,1,1,0,2001
"S01000448",225,9,17,2,89,77,74.22,21.33,4.44,23,6,1,1,2001
"S01000449",305,118,1,0,101,73,57.38,3.28,39.34,7,2,1,2,2001
"S01000450",256,6,0,0,170,67,92.97,4.69,2.34,8,4,1,0,2001
"S01000451",307,44,14,4,106,94,65.15,19.87,14.98,41,2,0,2,2001
"S01000452",208,7,9,1,91,61,73.08,23.56,3.37,32,7,0,0,2001
"S01000453",187,9,4,0,77,64,75.4,19.79,4.81,28,5,0,0,2001
"S01000454",220,89,1,1,44,66,50,7.73,42.27,15,0,0,4,2001
"S01000455",346,79,1,2,137,95,67.05,9.25,23.7,25,4,0,3,2001
"S01000456",297,9,9,4,93,130,75.42,21.55,3.03,41,10,1,0,2001
"S01000457",397,75,3,3,120,168,75.06,5.29,19.65,13,2,10,3,2001
"S01000458",309,8,10,1,175,87,84.79,10.03,5.18,14,6,0,8,2001
"S01000459",494,102,1,1,163,162,65.79,7.89,26.32,29,8,0,28,2001
"S01000460",321,176,0,0,74,53,40.19,2.18,57.63,5,2,2,9,2001
"S01000461",444,133,1,3,97,108,46.17,11.04,42.79,38,7,0,57,2001
"S01000462",435,149,2,2,104,124,52.64,5.06,42.3,15,3,1,35,2001
"S01000463",265,54,35,28,73,55,48.68,27.92,23.4,10,1,1,8,2001
"S01000464",299,29,15,1,91,117,70.23,20.07,9.7,37,7,2,0,2001
"S01000465",238,10,6,4,122,77,83.61,11.76,4.62,12,6,0,1,2001
"S01000466",289,13,14,7,115,85,69.55,23.88,6.57,46,2,1,6,2001
"S01000467",288,89,0,1,107,65,60.76,7.99,31.25,17,5,3,1,2001
"S01000468",183,4,2,0,81,70,82.51,15.3,2.19,20,6,0,0,2001
"S01000469",234,20,14,4,135,50,79.06,10.26,10.68,4,2,0,5,2001
"S01000470",344,3,18,10,158,123,82.27,10.76,6.98,6,3,2,21,2001
"S01000471",237,38,3,1,114,65,75.53,8.02,16.46,7,8,0,1,2001
"S01000472",285,20,1,0,163,41,71.58,2.46,25.96,5,1,0,54,2001
"S01000473",291,21,1,0,119,61,61.86,2.06,36.08,4,1,0,84,2001
"S01000474",233,15,4,2,73,70,61.37,32.19,6.44,68,1,0,0,2001
"S01000475",337,62,2,1,145,52,58.46,2.97,38.58,6,1,0,68,2001
"S01000476",213,35,4,0,76,75,70.89,12.68,16.43,18,5,0,0,2001
"S01000477",312,56,2,1,154,89,78.21,1.92,19.87,1,2,1,6,2001
"S01000478",385,138,7,0,106,110,56.88,7.01,36.1,12,8,3,1,2001
"S01000479",395,128,0,2,134,118,63.8,3.29,32.91,7,4,0,2,2001
"S01000480",256,39,0,0,121,85,80.86,3.91,15.23,3,7,1,0,2001
"S01000481",292,5,2,3,138,116,86.99,10.96,2.05,22,5,0,1,2001
"S01000482",396,65,3,2,110,110,55.56,12.12,32.32,37,6,0,63,2001
"S01000483",470,107,2,1,123,154,59.36,4.47,36.17,10,8,2,63,2001
"S01000484",383,64,2,4,155,90,64.49,14.62,20.89,40,10,2,16,2001
"S01000485",414,1,1,3,252,140,94.69,4.83,0.48,13,3,0,1,2001
"S01000486",520,171,1,0,101,84,36.15,16.35,47.5,72,12,3,76,2001
"S01000487",267,15,1,2,94,79,65.17,5.99,28.84,8,5,1,62,2001
"S01000488",308,131,1,0,107,43,48.7,1.95,49.35,2,3,0,21,2001
"S01000489",438,267,2,1,59,87,34.02,3.42,62.56,7,5,3,7,2001
"S01000490",235,2,3,0,168,52,93.62,5.53,0.85,7,3,0,0,2001
"S01000491",249,136,0,0,54,43,38.96,5.22,55.82,9,4,0,3,2001
"S01000492",367,142,0,1,131,72,56.13,3.27,40.6,9,2,3,7,2001
"S01000493",260,53,2,1,91,89,69.23,7.31,23.46,11,5,0,8,2001
"S01000494",222,73,0,2,81,53,61.26,4.95,33.78,9,0,2,2,2001
"S01000495",338,13,0,2,150,159,91.42,3.25,5.33,3,6,0,5,2001
"S01000496",217,4,2,0,142,66,95.85,2.3,1.84,1,2,0,0,2001
"S01000497",271,71,2,0,113,70,67.9,5.9,26.2,10,4,1,0,2001
"S01000498",236,32,1,0,100,100,84.75,1.69,13.56,2,1,0,0,2001
"S01000499",310,32,2,1,153,84,78.39,5.16,16.45,13,0,6,19,2001
"S01000500",241,124,0,2,75,28,43.57,2.9,53.53,3,2,2,5,2001
"S01000501",278,78,0,0,85,77,58.63,2.52,38.85,1,6,1,30,2001
"S01000502",183,6,2,2,83,68,82.51,13.66,3.83,15,6,0,1,2001
"S01000503",186,4,3,0,73,87,86.56,11.29,2.15,15,3,1,0,2001
"S01000504",395,61,3,2,137,119,66.33,9.62,24.05,24,9,6,34,2001
"S01000505",289,29,7,1,115,98,73.7,9.69,16.61,15,5,0,19,2001
"S01000506",234,5,10,5,91,94,79.06,18.38,2.56,24,4,0,1,2001
"S01000507",492,212,0,0,139,125,54.07,2.24,43.7,4,7,2,3,2001
"S01000508",338,25,2,5,112,167,82.54,9.76,7.69,17,9,0,1,2001
"S01000509",463,119,1,0,157,169,70.63,2.59,26.78,6,5,1,5,2001
"S01000510",299,80,0,1,91,106,66.22,6.02,27.76,10,7,1,3,2001
"S01000511",208,26,3,0,83,78,77.88,7.21,14.9,9,3,1,5,2001
"S01000512",386,43,1,1,180,140,82.9,2.07,15.03,6,0,0,15,2001
"S01000513",372,136,2,1,85,107,51.61,10.48,37.9,32,4,0,5,2001
"S01000514",212,6,3,1,78,102,84.91,11.32,3.77,20,0,0,2,2001
"S01000515",211,7,3,0,111,66,83.89,12.32,3.79,19,4,0,1,2001
"S01000516",251,47,3,2,117,71,74.9,6.37,18.73,8,3,0,0,2001
"S01000517",288,67,2,1,84,108,66.67,7.29,26.04,15,3,0,8,2001
"S01000518",393,86,1,0,130,138,68.19,7.12,24.68,19,8,0,11,2001
"S01000519",181,4,2,3,81,74,85.64,12.15,2.21,15,2,0,0,2001
"S01000520",378,59,4,1,140,153,77.51,6.88,15.61,12,9,0,0,2001
"S01000521",385,160,1,0,98,110,54.03,4.42,41.56,9,7,0,0,2001
"S01000522",239,14,4,2,94,100,81.17,12.97,5.86,20,5,0,0,2001
"S01000523",322,174,1,1,84,55,43.48,1.86,54.66,4,0,1,2,2001
"S01000524",234,9,7,5,87,80,71.37,24.79,3.85,43,3,0,0,2001
"S01000525",378,51,7,2,118,158,73.02,13.49,13.49,36,6,0,0,2001
"S01000526",335,15,26,5,104,137,71.94,23.58,4.48,39,9,0,0,2001
"S01000527",227,6,3,2,96,103,87.67,9.69,2.64,9,8,0,0,2001
"S01000528",279,15,14,1,90,113,72.76,21.86,5.38,43,3,0,0,2001
"S01000529",276,4,2,4,107,133,86.96,11.23,1.81,19,6,0,1,2001
"S01000530",182,3,5,0,71,76,80.77,17.58,1.65,23,4,0,0,2001
"S01000531",222,25,4,1,73,98,77.93,10.81,11.26,17,2,2,0,2001
"S01000532",356,91,2,0,98,128,63.76,4.21,32.02,3,10,1,23,2001
"S01000533",317,63,0,0,114,129,77.29,2.84,19.87,4,5,2,0,2001
"S01000534",357,163,0,0,99,76,49.02,1.96,49.02,2,5,0,12,2001
"S01000535",446,171,0,1,174,85,58.07,1.57,40.36,4,2,0,9,2001
"S01000536",210,35,7,1,52,61,54.29,28.57,17.14,44,8,1,1,2001
"S01000537",208,5,7,1,72,90,77.88,19.71,2.4,26,7,0,0,2001
"S01000538",336,125,0,0,120,80,59.82,1.19,38.99,4,0,1,6,2001
"S01000539",519,78,2,1,163,139,58.19,11.75,30.06,53,5,0,78,2001
"S01000540",340,68,1,1,140,92,68.53,4.12,27.35,9,3,1,25,2001
"S01000541",248,81,1,3,87,66,61.69,5.24,33.06,5,4,0,1,2001
"S01000542",290,108,1,1,86,79,56.9,4.83,38.28,10,2,0,3,2001
"S01000543",324,78,2,0,113,121,72.22,1.85,25.93,2,2,0,6,2001
"S01000544",304,46,0,2,103,127,75.66,9.21,15.13,20,6,0,0,2001
"S01000545",323,59,0,0,121,104,69.97,4.95,25.08,8,8,1,22,2001
"S01000546",291,127,0,1,74,84,54.3,1.72,43.99,0,4,0,1,2001
"S01000547",236,47,1,0,77,107,77.97,1.69,20.34,2,1,0,1,2001
"S01000548",457,116,4,1,130,176,66.96,7.44,25.6,21,8,0,1,2001
"S01000549",367,1,0,1,234,124,97.55,2.18,0.27,2,5,0,0,2001
"S01000550",179,1,0,2,89,84,96.65,2.79,0.56,2,1,0,0,2001
"S01000551",374,64,2,2,113,165,74.33,6.15,19.52,12,7,0,9,2001
"S01000552",204,1,0,0,85,112,96.57,2.45,0.98,2,3,0,1,2001
"S01000553",375,41,0,2,169,145,84,1.33,14.67,2,1,1,14,2001
"S01000554",298,127,0,0,96,22,39.6,0.67,59.73,1,1,0,51,2001
"S01000555",387,162,1,0,88,118,53.75,2.84,43.41,6,4,2,6,2001
"S01000556",331,187,1,2,106,26,39.88,1.21,58.91,1,0,0,8,2001
"S01000557",375,64,0,1,144,120,70.4,2.93,26.67,4,6,0,36,2001
"S01000558",221,4,2,3,88,109,89.14,8.14,2.71,8,5,0,2,2001
"S01000559",315,106,0,0,104,90,61.9,3.81,34.29,7,5,1,2,2001
"S01000560",440,209,0,1,140,57,45,2.73,52.27,9,2,1,21,2001
"S01000561",545,146,3,2,164,147,57.06,6.61,36.33,21,10,0,52,2001
"S01000562",458,232,0,0,136,58,42.79,3.93,53.28,13,5,2,12,2001
"S01000563",356,137,1,1,110,71,51.12,8.43,40.45,21,7,1,7,2001
"S01000564",419,254,1,0,78,56,32.46,0.95,66.59,2,1,2,25,2001
"S01000565",304,135,0,1,91,67,51.97,2.96,45.07,3,5,0,2,2001
"S01000566",353,124,1,1,99,108,58.64,4.25,37.11,8,5,0,7,2001
"S01000567",336,173,1,0,87,68,46.43,1.49,52.08,1,3,1,2,2001
"S01000568",222,50,0,1,88,77,74.32,2.25,23.42,3,1,0,2,2001
"S01000569",329,47,1,0,156,119,83.59,2.13,14.29,3,3,0,0,2001
"S01000570",414,69,1,4,169,155,78.5,4.35,17.15,7,6,1,2,2001
"S01000571",438,11,4,4,154,148,72.37,8.68,18.95,22,8,15,72,2001
"S01000572",305,21,1,0,168,112,91.8,1.31,6.89,3,0,0,0,2001
"S01000573",206,1,0,0,151,50,97.57,1.94,0.49,3,1,0,0,2001
"S01000574",351,21,1,1,123,187,90.6,3.13,6.27,5,4,8,1,2001
"S01000575",307,49,1,4,109,136,80.13,3.91,15.96,3,4,1,0,2001
"S01000576",255,3,0,1,138,108,96.86,1.96,1.18,3,1,1,0,2001
"S01000577",227,15,0,3,102,104,90.75,2.2,7.05,2,0,0,1,2001
"S01000578",287,42,1,0,152,82,81.53,2.44,16.03,3,3,0,4,2001
"S01000579",264,2,0,0,178,74,95.45,3.41,1.14,4,5,0,1,2001
"S01000580",274,5,4,0,152,87,87.23,10.95,1.82,21,5,0,0,2001
"S01000581",276,9,0,1,143,115,93.48,3.26,3.26,3,5,0,0,2001
"S01000582",283,89,1,0,125,32,60.07,2.12,37.81,3,2,13,18,2001
"S01000583",303,45,0,0,172,73,80.86,3.63,15.51,8,3,0,2,2001
"S01000584",372,163,0,0,122,67,50.81,5.11,44.09,14,5,0,1,2001
"S01000585",450,97,0,1,176,128,67.56,9.11,23.33,29,11,0,8,2001
"S01000586",309,43,0,2,176,77,82.2,3.88,13.92,7,3,1,0,2001
"S01000587",328,101,0,0,126,87,64.94,3.96,31.1,3,10,0,1,2001
"S01000588",260,15,1,0,122,95,83.85,10,6.15,19,6,1,1,2001
"S01000589",300,35,1,1,123,112,78.33,9.33,12.33,23,3,0,2,2001
"S01000590",315,11,2,2,152,119,86.03,10.48,3.49,24,5,0,0,2001
"S01000591",274,2,1,0,150,73,81.39,3.28,15.33,7,1,0,40,2001
"S01000592",379,43,1,3,185,123,81.27,6.33,12.4,15,5,0,4,2001
"S01000593",230,7,18,3,70,68,60.43,36.52,3.04,59,4,1,0,2001
"S01000594",210,11,19,2,86,65,71.9,22.86,5.24,22,5,0,0,2001
"S01000595",325,32,0,0,163,89,77.54,4,18.46,12,1,0,28,2001
"S01000596",335,5,1,2,195,124,95.22,3.28,1.49,5,3,0,0,2001
"S01000597",401,2,0,0,236,159,98.5,1,0.5,3,1,0,0,2001
"S01000598",211,7,0,0,112,68,85.31,10.9,3.79,21,2,0,1,2001
"S01000599",348,29,9,2,152,121,78.45,12.93,8.62,30,4,0,1,2001
"S01000600",306,37,3,0,167,89,83.66,3.92,12.42,5,4,0,1,2001
"S01000601",408,15,6,0,192,159,86.03,10.05,3.92,31,4,0,1,2001
"S01000602",286,35,6,3,118,94,74.13,11.89,13.99,22,3,0,5,2001
"S01000603",317,11,14,3,129,100,72.24,24.29,3.47,54,6,0,0,2001
"S01000604",382,3,2,0,221,141,94.76,1.57,3.66,2,2,0,11,2001
"S01000605",311,24,2,0,140,128,86.17,5.79,8.04,8,8,0,1,2001
"S01000606",393,137,3,2,102,62,41.73,9.16,49.11,25,6,0,56,2001
"S01000607",348,35,0,1,114,193,88.51,1.15,10.34,1,2,1,1,2001
"S01000608",539,40,4,2,149,117,49.35,20.59,30.06,93,12,0,122,2001
"S01000609",483,245,0,2,88,46,31.47,1.24,67.29,3,1,18,80,2001
"S01000610",443,37,1,1,116,62,40.41,18.28,41.31,74,5,1,146,2001
"S01000611",296,101,1,1,87,47,45.27,3.38,51.35,4,4,0,51,2001
"S01000612",545,93,2,1,196,120,58.17,11.38,30.46,51,8,1,73,2001
"S01000613",480,23,0,2,203,157,76.04,7.71,16.25,25,10,5,55,2001
"S01000614",301,47,5,1,110,85,64.78,10.63,24.58,22,4,0,27,2001
"S01000615",469,130,3,5,91,94,39.66,9.59,50.75,34,3,1,108,2001
"S01000616",394,11,12,4,126,109,60.15,37.06,2.79,121,9,2,0,2001
"S01000617",279,30,7,4,102,111,76.34,9.68,13.98,13,3,0,9,2001
"S01000618",343,38,0,2,130,125,74.93,5.83,19.24,13,5,2,28,2001
"S01000619",285,8,21,26,91,86,62.11,19.65,18.25,5,4,0,44,2001
"S01000620",437,222,0,1,65,41,24.26,2.75,73,9,2,0,97,2001
"S01000621",531,185,0,1,180,127,58,6.59,35.4,23,11,1,3,2001
"S01000622",212,59,0,0,73,13,40.57,5.66,53.77,12,0,0,55,2001
"S01000623",286,16,0,5,128,39,58.39,3.85,37.76,5,1,0,92,2001
"S01000624",262,7,2,0,92,71,62.6,9.54,27.86,16,7,1,66,2001
"S01000625",300,181,0,1,65,29,31.33,7.33,61.33,18,3,0,3,2001
"S01000626",308,210,0,0,63,28,29.55,1.3,69.16,2,2,0,3,2001
"S01000627",399,120,0,0,184,53,60.15,1,38.85,2,2,3,35,2001
"S01000628",243,129,0,0,74,36,45.27,1.23,53.5,2,1,0,1,2001
"S01000629",201,15,5,5,126,40,82.59,7.46,9.95,2,3,0,5,2001
"S01000630",338,117,0,0,130,85,63.61,1.48,34.91,3,2,0,1,2001
"S01000631",286,125,0,1,81,51,46.15,5.24,48.6,8,6,0,14,2001
"S01000632",232,3,15,4,60,69,56.03,42.24,1.72,74,5,1,1,2001
"S01000633",221,18,1,0,166,27,87.33,4.07,8.6,5,3,0,1,2001
"S01000634",347,147,1,1,130,57,54.47,1.73,43.8,3,1,2,5,2001
"S01000635",248,50,0,0,143,36,72.18,0.81,27.02,2,0,0,17,2001
"S01000636",197,10,23,5,41,44,43.15,47.21,9.64,61,4,0,9,2001
"S01000637",229,4,10,0,78,85,71.18,27.07,1.75,47,5,0,0,2001
"S01000638",202,1,11,2,76,82,78.22,20.79,0.99,29,0,0,1,2001
"S01000639",271,24,32,8,76,60,50.18,38.01,11.81,59,4,0,8,2001
"S01000640",260,13,14,3,84,100,70.77,23.85,5.38,39,6,0,1,2001
"S01000641",319,28,4,3,129,108,74.61,13.17,12.23,27,8,1,11,2001
"S01000642",331,15,5,1,128,127,77.04,16.01,6.95,39,8,0,8,2001
"S01000643",242,20,5,2,100,79,73.97,17.36,8.68,31,4,0,1,2001
"S01000644",286,27,0,0,139,109,86.71,3.85,9.44,6,5,0,0,2001
"S01000645",367,20,20,1,131,104,64.03,20.44,15.53,52,2,0,37,2001
"S01000646",356,51,0,3,159,134,82.3,2.81,14.89,3,4,0,2,2001
"S01000647",366,125,0,0,156,76,63.39,2.19,34.43,3,5,0,1,2001
"S01000648",412,213,0,0,119,42,39.56,2.18,58.25,5,4,2,27,2001
"S01000649",237,0,24,1,47,71,49.79,49.37,0.84,87,5,0,2,2001
"S01000650",298,100,0,0,130,58,63.76,2.35,33.89,2,5,2,1,2001
"S01000651",355,94,3,2,95,92,52.68,5.63,41.69,11,4,0,54,2001
"S01000652",343,103,0,1,136,96,67.64,2.33,30.03,1,6,0,0,2001
"S01000653",485,150,0,3,142,94,49.07,7.84,43.09,24,11,2,59,2001
"S01000654",382,152,0,1,155,57,55.5,4.71,39.79,14,3,0,0,2001
"S01000655",370,203,0,0,93,36,35.41,1.08,63.51,3,1,2,32,2001
"S01000656",385,148,2,1,113,64,46.49,10.91,42.6,29,10,2,16,2001
"S01000657",369,159,0,0,103,65,46.07,4.34,49.59,9,7,2,24,2001
"S01000658",284,144,3,0,58,51,38.73,10.21,51.06,23,3,1,1,2001
"S01000659",495,75,3,2,236,150,78.38,6.26,15.35,18,8,2,1,2001
"S01000660",396,4,0,0,157,212,93.18,4.55,2.27,10,8,0,5,2001
"S01000661",392,29,0,2,168,106,70.41,8.93,20.66,26,7,2,52,2001
"S01000662",210,24,7,1,92,47,66.19,22.38,11.43,38,1,0,0,2001
"S01000663",291,11,1,1,127,98,77.66,8.59,13.75,14,9,1,29,2001
"S01000664",337,65,12,1,129,94,66.17,13.65,20.18,27,6,0,3,2001
"S01000665",305,69,3,3,102,77,59.02,18.36,22.62,44,6,1,0,2001
"S01000666",204,15,3,1,95,79,85.29,5.88,8.82,7,1,0,3,2001
"S01000667",441,78,1,0,181,146,74.15,7.94,17.91,23,11,0,1,2001
"S01000668",417,254,1,0,74,57,32.37,1.44,66.19,4,1,4,22,2001
"S01000669",410,112,2,1,115,87,49.27,15.37,35.37,55,5,0,33,2001
"S01000670",250,68,0,0,84,84,67.2,5.6,27.2,12,2,0,0,2001
"S01000671",264,77,2,0,85,84,64.02,2.27,33.71,1,3,0,12,2001
"S01000672",268,80,0,1,108,69,66.04,3.73,30.22,3,6,0,1,2001
"S01000673",292,17,1,0,175,92,91.44,2.4,6.16,3,3,0,1,2001
"S01000674",426,48,23,3,119,145,62.21,25.82,11.97,70,14,1,3,2001
"S01000675",293,8,1,0,155,116,92.49,4.78,2.73,6,7,0,0,2001
"S01000676",209,19,15,6,41,61,48.8,41.63,9.57,60,6,0,1,2001
"S01000677",406,170,26,2,59,47,26.11,31.03,42.86,90,8,0,4,2001
"S01000678",413,77,1,0,185,129,76.03,2.66,21.31,8,2,0,11,2001
"S01000679",368,156,1,1,104,59,44.57,12.5,42.93,36,8,1,2,2001
"S01000680",390,126,0,2,104,96,51.28,7.69,41.03,22,6,0,34,2001
"S01000681",451,166,2,0,126,77,45.01,14.86,40.13,60,5,0,15,2001
"S01000682",329,11,0,3,87,92,54.71,27.66,17.63,81,7,1,47,2001
"S01000683",247,19,2,1,114,82,79.76,12.15,8.1,21,6,1,1,2001
"S01000684",423,181,0,1,88,82,40.43,5.44,54.14,18,4,1,48,2001
"S01000685",402,29,0,0,147,167,78.11,9.95,11.94,33,7,0,19,2001
"S01000686",380,87,1,1,117,104,58.42,15.79,25.79,51,7,1,11,2001
"S01000687",351,155,0,1,97,78,51,4.27,44.73,11,3,4,2,2001
"S01000688",322,47,3,0,125,125,77.64,7.76,14.6,19,3,0,0,2001
"S01000689",234,23,17,6,47,72,50.85,39.32,9.83,65,4,0,0,2001
"S01000690",314,20,0,1,152,129,89.49,1.27,9.24,2,1,0,9,2001
"S01000691",349,145,2,1,139,44,52.72,3.15,44.13,7,1,1,9,2001
"S01000692",385,257,0,0,70,39,28.31,2.34,69.35,7,2,0,10,2001
"S01000693",487,207,0,0,96,71,35.52,12.11,52.36,55,4,6,48,2001
"S01000694",324,77,0,0,130,54,56.79,5.56,37.65,17,1,0,45,2001
"S01000695",318,49,1,2,123,87,66.04,9.43,24.53,22,5,0,29,2001
"S01000696",382,89,2,2,118,97,56.28,15.45,28.27,52,3,0,19,2001
"S01000697",203,8,5,0,61,86,72.91,22.66,4.43,39,2,1,1,2001
"S01000698",295,73,2,0,113,79,65.08,9.83,25.08,24,3,0,1,2001
"S01000699",255,50,2,0,84,75,62.75,5.88,31.37,9,4,1,30,2001
"S01000700",329,38,1,0,120,74,64.44,3.34,32.22,9,1,18,68,2001
"S01000701",376,11,7,2,164,159,85.9,7.71,6.38,16,4,0,13,2001
"S01000702",238,15,6,0,113,97,88.24,5.46,6.3,4,3,0,0,2001
"S01000703",330,88,0,0,131,60,57.88,1.82,40.3,3,3,0,45,2001
"S01000704",308,12,11,3,117,93,68.18,25.97,5.84,63,3,0,6,2001
"S01000705",435,48,3,2,219,149,84.83,3.91,11.26,10,2,1,1,2001
"S01000706",330,2,24,4,132,115,75.15,24.24,0.61,47,5,1,0,2001
"S01000707",231,11,8,4,77,73,64.94,29.87,5.19,53,4,0,1,2001
"S01000708",222,4,24,7,56,84,63.06,34.68,2.25,42,4,0,1,2001
"S01000709",407,82,11,4,107,146,62.41,17.44,20.15,42,14,1,0,2001
"S01000710",440,19,57,5,83,96,40.91,52.73,6.36,162,8,1,9,2001
