"datazone","HO.allhouseholds","HO.council","HO.employ","HO.other","HO.ownmortloan","HO.ownoutright","HO.percown","HO.percpriv","HO.percsocial","HO.privlet","HO.relative","HO.sharedown","HO.social","year"
"S01002876",285,125,2,0,101,41,49.82,5.96,44.21,11,4,0,1,2001
"S01002877",390,108,0,1,154,71,58.72,11.54,29.74,41,3,4,8,2001
"S01002878",229,36,1,0,139,47,81.22,3.06,15.72,3,3,0,0,2001
"S01002879",367,89,1,0,187,82,73.3,2.45,24.25,4,4,0,0,2001
"S01002880",218,16,5,3,99,66,75.69,16.51,7.8,26,2,0,1,2001
"S01002881",443,70,3,4,156,146,68.17,10.61,21.22,33,7,0,24,2001
"S01002882",447,62,0,0,151,112,59.73,10.29,29.98,40,6,4,72,2001
"S01002883",433,116,1,1,175,130,70.44,2.31,27.25,5,3,0,2,2001
"S01002884",377,90,1,1,151,107,68.7,7.16,24.14,19,6,1,1,2001
"S01002885",282,4,3,3,178,74,89.36,8.87,1.77,18,1,0,1,2001
"S01002886",281,103,0,0,113,62,62.28,0,37.72,0,0,0,3,2001
"S01002887",253,84,0,2,91,51,56.13,3.95,39.92,6,2,0,17,2001
"S01002888",305,33,3,0,83,146,75.41,13.77,10.82,34,5,1,0,2001
"S01002889",342,136,2,0,134,54,55.56,3.51,40.94,7,3,2,4,2001
"S01002890",319,136,1,1,113,47,50.78,5.64,43.57,15,1,2,3,2001
"S01002891",315,62,0,0,160,82,76.83,2.86,20.32,5,4,0,2,2001
"S01002892",303,125,0,0,103,62,55.12,2.97,41.91,6,3,2,2,2001
"S01002893",341,125,1,0,129,74,59.53,2.93,37.54,7,2,0,3,2001
"S01002894",292,5,5,3,141,127,91.78,6.51,1.71,4,7,0,0,2001
"S01002895",332,171,0,1,69,73,42.77,4.82,52.41,12,3,0,3,2001
"S01002896",323,68,0,0,127,118,76.47,2.17,21.36,2,5,2,1,2001
"S01002897",371,188,0,1,65,94,42.86,5.66,51.48,15,5,0,3,2001
"S01002898",487,124,0,2,197,149,71.25,2.46,26.28,6,4,1,4,2001
"S01002899",192,4,1,0,107,76,95.31,2.6,2.08,0,4,0,0,2001
"S01002900",296,113,0,0,118,58,59.46,2.36,38.18,7,0,0,0,2001
"S01002901",351,114,0,0,122,89,60.11,1.71,38.18,5,1,0,20,2001
"S01002902",388,133,1,1,112,107,56.44,5.15,38.4,8,10,0,16,2001
"S01002903",422,246,0,0,102,61,38.63,2.13,59.24,4,5,0,4,2001
"S01002904",287,25,1,0,150,93,84.67,6.27,9.06,11,6,0,1,2001
"S01002905",348,70,17,4,133,92,65.52,13.79,20.69,21,6,3,2,2001
"S01002906",339,103,1,0,150,55,60.77,8.26,30.97,25,2,1,2,2001
"S01002907",285,74,1,0,107,63,60.35,4.91,34.74,9,4,2,25,2001
"S01002908",345,5,0,0,146,191,97.68,0.87,1.45,0,3,0,0,2001
"S01002909",308,70,0,0,138,82,71.43,1.95,26.62,4,2,0,12,2001
"S01002910",331,115,0,1,87,50,42.6,3.02,54.38,8,1,4,65,2001
"S01002911",351,183,0,1,109,39,42.45,1.99,55.56,2,4,1,12,2001
"S01002912",402,10,2,0,245,131,94.03,3.23,2.74,6,5,2,1,2001
"S01002913",325,2,0,0,220,95,96.92,2.46,0.62,7,1,0,0,2001
"S01002914",314,165,0,1,82,15,31.21,5.73,63.06,15,2,1,33,2001
"S01002915",413,151,1,1,202,38,58.35,4.6,37.05,11,6,1,2,2001
"S01002916",396,190,0,0,95,65,40.91,2.02,57.07,4,4,2,36,2001
"S01002917",292,20,0,1,116,125,82.53,10.27,7.19,24,5,0,1,2001
"S01002918",397,10,2,1,131,227,90.43,7.05,2.52,21,4,1,0,2001
"S01002919",367,248,0,0,90,15,28.88,3.27,67.85,10,2,1,1,2001
"S01002920",302,102,1,2,83,97,59.6,5.96,34.44,9,6,0,2,2001
"S01002921",337,55,0,0,129,129,76.56,6.82,16.62,14,9,0,1,2001
"S01002922",242,63,0,1,87,61,61.57,2.07,36.36,3,1,1,25,2001
"S01002923",321,53,6,2,89,118,64.49,15.58,19.94,35,7,0,11,2001
"S01002924",311,52,9,0,97,85,59.16,22.83,18.01,56,6,2,4,2001
"S01002925",390,127,1,1,203,47,64.36,2.56,33.08,5,3,1,2,2001
"S01002926",334,178,0,0,129,16,43.41,1.8,54.79,5,1,0,5,2001
"S01002927",337,64,0,3,80,27,39.47,2.08,58.46,2,2,26,133,2001
"S01002928",236,1,0,0,126,104,97.46,2.12,0.42,3,2,0,0,2001
"S01002929",295,145,0,0,112,35,50.17,0.68,49.15,2,0,1,0,2001
"S01002930",234,19,0,1,135,49,79.06,1.71,19.23,2,1,1,26,2001
"S01002931",293,146,0,0,95,47,48.81,1.02,50.17,1,2,1,1,2001
"S01002932",262,0,0,0,228,27,97.71,1.53,0.76,2,2,1,2,2001
"S01002933",401,80,1,0,143,139,70.32,9.48,20.2,33,4,0,1,2001
"S01002934",395,73,0,0,106,32,34.94,1.77,63.29,7,0,0,177,2001
"S01002935",354,107,2,0,143,73,61.3,4.8,33.9,7,8,1,13,2001
"S01002936",255,0,0,0,201,49,98.04,1.18,0.78,2,1,0,2,2001
"S01002937",271,3,1,0,105,112,80.07,18.82,1.11,43,7,0,0,2001
"S01002938",349,124,3,3,82,97,51.29,11.17,37.54,27,6,0,7,2001
"S01002939",213,8,8,1,98,72,79.81,15.96,4.23,21,4,0,1,2001
"S01002940",228,17,3,0,93,81,78.51,13.6,7.89,25,3,5,1,2001
"S01002941",411,39,11,1,128,168,72.26,14.36,13.38,44,3,1,16,2001
"S01002942",246,27,8,1,77,81,67.89,14.23,17.89,22,4,9,17,2001
"S01002943",227,15,2,2,112,78,84.14,9.25,6.61,15,2,1,0,2001
"S01002944",417,44,4,0,162,137,71.94,12.95,15.11,43,7,1,19,2001
"S01002945",303,22,0,1,117,148,87.79,4.95,7.26,8,6,1,0,2001
"S01002946",266,1,16,1,98,102,75.19,24.06,0.75,41,6,0,1,2001
"S01002947",257,27,8,3,104,79,71.6,17.51,10.89,30,4,1,1,2001
"S01002948",343,78,2,1,132,98,67.35,6.41,26.24,14,5,1,12,2001
"S01002949",207,12,10,1,57,80,67.63,22.22,10.14,33,2,3,9,2001
"S01002950",298,53,2,0,139,93,77.85,4.03,18.12,5,5,0,1,2001
"S01002951",410,18,0,2,144,206,86.83,8.54,4.63,23,10,6,1,2001
"S01002952",265,43,1,1,101,88,71.32,9.81,18.87,19,5,0,7,2001
"S01002953",470,81,3,2,132,181,68.3,12.13,19.57,39,13,8,11,2001
"S01002954",364,78,15,4,145,82,62.36,16.21,21.43,33,7,0,0,2001
"S01002955",443,80,3,2,175,145,72.23,7.22,20.54,16,11,0,11,2001
"S01002956",328,32,0,2,141,74,65.55,14.94,19.51,37,10,0,32,2001
"S01002957",382,43,6,0,182,123,80.1,8.64,11.26,27,0,1,0,2001
"S01002958",216,4,3,2,74,82,72.22,25.93,1.85,47,4,0,0,2001
"S01002959",416,40,8,3,174,155,79.81,9.13,11.06,17,10,3,6,2001
"S01002960",284,33,4,1,118,107,79.23,8.8,11.97,17,3,0,1,2001
"S01002961",321,56,1,2,139,103,75.39,6.85,17.76,15,4,0,1,2001
"S01002962",250,63,2,0,82,53,54,9.6,36.4,21,1,0,28,2001
"S01002963",343,125,0,1,112,70,54.81,2.04,43.15,5,1,6,23,2001
"S01002964",364,25,9,7,100,126,62.91,28.02,9.07,77,9,3,8,2001
"S01002965",357,25,6,0,142,126,75.07,17.65,7.28,46,11,0,1,2001
"S01002966",239,56,6,0,126,44,72.38,4.18,23.43,2,2,3,0,2001
"S01002967",350,45,3,2,153,123,79.14,7.71,13.14,18,4,1,1,2001
"S01002968",304,3,6,2,114,132,80.92,17.76,1.32,43,3,0,1,2001
"S01002969",426,6,1,3,215,175,92.49,3.76,3.76,8,4,4,10,2001
"S01002970",234,23,2,0,119,74,82.48,7.26,10.26,9,6,0,1,2001
"S01002971",422,3,25,11,168,169,86.73,10.66,2.61,6,3,29,8,2001
"S01002972",457,131,3,3,154,85,52.52,13.57,33.92,50,6,1,24,2001
"S01002973",382,44,3,2,161,156,82.98,5.24,11.78,6,9,0,1,2001
"S01002974",229,17,9,4,92,69,70.31,20.52,9.17,33,1,0,4,2001
"S01002975",348,64,3,2,116,78,57.76,15.8,26.44,47,3,7,28,2001
"S01002976",453,308,0,1,77,52,28.7,2.43,68.87,8,2,1,4,2001
"S01002977",327,44,1,0,161,77,72.78,8.87,18.35,24,4,0,16,2001
"S01002978",466,26,1,2,188,233,90.34,3.86,5.79,12,3,0,1,2001
"S01002979",290,54,9,13,106,94,69.31,10,20.69,5,2,1,6,2001
"S01002980",345,139,0,1,108,76,54.2,5.51,40.29,14,4,3,0,2001
"S01002981",335,1,0,1,163,148,93.43,6.27,0.3,17,3,2,0,2001
"S01002982",291,4,1,0,94,175,92.78,5.5,1.72,12,3,1,1,2001
"S01002983",384,156,3,1,102,97,52.34,6.77,40.89,17,5,2,1,2001
"S01002984",339,28,1,1,101,182,83.48,8.26,8.26,18,8,0,0,2001
"S01002985",269,2,2,2,55,193,92.19,6.69,1.12,9,5,0,1,2001
"S01002986",335,133,0,0,74,99,51.94,8.06,40,25,2,1,1,2001
"S01002987",307,82,6,3,77,73,49.19,10.42,40.39,21,2,1,42,2001
"S01002988",310,38,2,5,136,103,77.1,10.65,12.26,23,3,0,0,2001
"S01002989",487,248,1,1,96,72,35.11,13.76,51.13,57,8,3,1,2001
"S01002990",229,15,0,3,59,67,55.02,38.43,6.55,74,11,0,0,2001
"S01002991",329,5,3,1,117,183,91.49,6.38,2.13,14,3,1,2,2001
"S01002992",288,16,5,2,54,106,59.38,30.56,10.07,71,10,11,13,2001
"S01002993",309,11,29,10,81,117,64.4,30.74,4.85,52,4,1,4,2001
"S01002994",356,42,8,4,49,126,49.44,35.96,14.61,102,14,1,10,2001
"S01002995",222,1,4,24,18,38,25.23,71.17,3.6,122,8,0,7,2001
"S01002996",355,7,10,5,46,147,54.65,33.52,11.83,92,12,1,35,2001
"S01002997",310,51,12,15,32,60,30,46.45,23.55,112,5,1,22,2001
"S01002998",329,86,0,1,120,95,65.65,7.9,26.44,20,5,1,1,2001
"S01002999",241,9,7,21,21,79,41.49,53.11,5.39,95,5,0,4,2001
"S01003000",281,18,1,1,109,130,85.05,8.54,6.41,19,3,0,0,2001
"S01003001",270,77,0,3,93,87,66.67,4.81,28.52,8,2,0,0,2001
"S01003002",376,97,1,1,124,93,57.98,9.84,32.18,28,7,1,24,2001
"S01003003",256,13,9,1,94,82,68.75,24.22,7.03,47,5,0,5,2001
"S01003004",234,14,33,2,78,40,51.28,39.74,8.97,58,0,2,7,2001
"S01003005",226,4,14,0,82,57,62.39,35.4,2.21,58,8,2,1,2001
"S01003006",317,31,2,2,153,111,83.28,6.62,10.09,16,1,0,1,2001
"S01003007",302,70,35,54,62,40,33.77,38.41,27.81,22,5,0,14,2001
"S01003008",168,3,45,54,15,10,14.88,68.45,16.67,15,1,0,25,2001
"S01003009",245,56,10,17,68,70,56.33,17.55,26.12,15,1,0,8,2001
"S01003010",249,5,4,1,138,84,89.16,8.84,2.01,16,1,0,0,2001
"S01003011",234,5,65,68,30,19,20.94,69.66,9.4,28,2,0,17,2001
"S01003012",410,10,2,0,189,147,84.39,10.24,5.37,33,7,10,12,2001
"S01003013",241,1,11,0,91,73,68.05,31.54,0.41,59,6,0,0,2001
"S01003014",267,3,1,1,125,112,91.39,1.87,6.74,2,1,7,15,2001
"S01003015",310,32,2,0,156,111,86.13,3.55,10.32,7,2,0,0,2001
"S01003016",232,2,0,0,117,97,92.67,6.47,0.86,12,3,1,0,2001
"S01003017",336,41,1,1,128,116,72.62,5.65,21.73,15,2,0,32,2001
"S01003018",362,65,0,2,152,127,77.07,4.97,17.96,13,3,0,0,2001
"S01003019",338,127,2,0,120,73,57.1,5.03,37.87,11,4,0,1,2001
"S01003020",288,77,0,0,96,86,63.19,3.47,33.33,6,4,0,19,2001
"S01003021",277,26,1,1,136,97,84.12,6.5,9.39,13,3,0,0,2001
"S01003022",409,53,1,1,190,137,80.2,4.16,15.65,10,5,1,11,2001
"S01003023",313,31,1,0,175,90,85.3,4.47,10.22,11,2,2,1,2001
"S01003024",341,62,0,0,143,80,66.86,11.14,21.99,26,12,5,13,2001
"S01003025",314,21,0,0,143,127,85.99,2.23,11.78,7,0,0,16,2001
"S01003026",283,92,0,1,82,78,56.54,1.77,41.7,4,0,0,26,2001
"S01003027",421,2,1,0,348,58,97.15,2.14,0.71,7,1,3,1,2001
"S01003028",365,94,0,4,28,13,13.97,2.19,83.84,4,0,10,212,2001
"S01003029",359,172,1,1,37,21,16.43,1.11,82.45,1,1,1,124,2001
"S01003030",376,84,0,1,40,6,14.63,3.46,81.91,11,1,9,224,2001
"S01003031",332,264,0,4,8,10,6.93,4.22,88.86,10,0,5,31,2001
"S01003032",431,339,1,5,14,8,7.66,3.02,89.33,4,3,11,46,2001
"S01003033",270,100,0,2,73,12,31.85,3.33,64.81,7,0,1,75,2001
"S01003034",366,11,1,1,287,48,91.53,3.01,5.46,7,2,0,9,2001
"S01003035",317,66,0,1,88,17,35.65,1.58,62.78,4,0,8,133,2001
"S01003036",508,304,0,3,44,41,18.31,1.77,79.92,5,1,8,102,2001
"S01003037",295,2,0,0,239,40,94.58,4.41,1.02,6,7,0,1,2001
"S01003038",296,1,0,0,251,32,96.96,2.36,0.68,5,2,4,1,2001
"S01003039",460,122,2,6,79,68,32.39,3.48,64.13,7,1,2,173,2001
"S01003040",485,280,0,0,100,37,31.96,0.62,67.42,3,0,18,47,2001
"S01003041",262,2,1,0,197,38,95.8,3.44,0.76,7,1,16,0,2001
"S01003042",269,39,0,0,30,6,13.38,1.86,84.76,5,0,0,189,2001
"S01003043",253,85,0,0,15,4,7.51,0.79,91.7,2,0,0,147,2001
"S01003044",428,218,0,1,28,17,12.62,0.47,86.92,1,0,9,154,2001
"S01003045",375,106,0,3,29,7,9.6,4.8,85.6,15,0,0,215,2001
"S01003046",306,86,0,1,152,12,57.19,3.59,39.22,7,3,11,34,2001
"S01003047",503,367,1,3,59,34,18.89,1.19,79.92,1,1,2,35,2001
"S01003048",370,276,0,1,42,28,19.19,0.81,80,1,1,1,20,2001
"S01003049",276,198,0,1,27,15,16.3,0.72,82.97,1,0,3,31,2001
"S01003050",261,1,1,0,154,99,97.32,1.92,0.77,2,2,1,1,2001
"S01003051",394,159,0,0,119,20,36.8,2.79,60.41,9,2,6,79,2001
"S01003052",341,234,0,1,48,41,26.1,1.17,72.73,3,0,0,14,2001
"S01003053",373,53,0,0,209,25,63.27,3.22,33.51,10,2,2,72,2001
"S01003054",352,43,0,0,203,75,78.98,7.95,13.07,24,4,0,3,2001
"S01003055",410,261,0,0,87,39,31.46,1.46,67.07,4,2,3,14,2001
"S01003056",484,172,1,5,35,18,11.36,4.13,84.5,12,2,2,237,2001
"S01003057",285,1,0,0,178,64,84.91,13.68,1.4,38,1,0,3,2001
"S01003058",357,234,0,2,80,13,26.33,2.52,71.15,5,2,1,20,2001
"S01003059",373,24,1,0,154,183,90.62,1.07,8.31,0,3,1,7,2001
"S01003060",275,182,0,1,45,11,20.73,0.73,78.55,1,0,1,34,2001
"S01003061",291,2,0,0,185,103,98.97,0.34,0.69,1,0,0,0,2001
"S01003062",396,79,0,1,209,46,66.92,2.02,31.06,5,2,10,44,2001
"S01003063",323,2,0,1,214,51,82.35,16.72,0.93,51,2,1,1,2001
"S01003064",440,285,0,2,83,36,27.5,2.5,70,7,2,2,23,2001
"S01003065",559,4,1,0,247,137,68.87,18.25,12.88,91,10,1,68,2001
"S01003066",332,3,0,0,180,142,97.29,1.51,1.2,3,2,1,1,2001
"S01003067",231,2,0,1,125,99,96.97,1.73,1.3,2,1,0,1,2001
"S01003068",385,11,3,1,199,148,90.13,6.49,3.38,19,2,0,2,2001
"S01003069",267,96,0,0,103,59,60.67,1.87,37.45,5,0,0,4,2001
"S01003070",347,105,1,0,159,67,65.13,2.31,32.56,6,1,0,8,2001
"S01003071",278,2,2,2,117,149,95.68,3.6,0.72,4,2,0,0,2001
"S01003072",486,219,0,3,141,54,40.33,2.06,57.61,7,0,1,61,2001
"S01003073",303,5,0,0,215,55,89.11,8.25,2.64,23,2,0,3,2001
"S01003074",259,3,0,0,135,115,96.53,1.54,1.93,3,1,0,2,2001
"S01003075",301,1,0,0,172,76,82.72,14.62,2.66,42,2,1,7,2001
"S01003076",538,272,0,4,23,10,6.69,2.23,91.08,7,1,3,218,2001
"S01003077",506,239,1,0,158,88,48.62,2.57,48.81,10,2,0,8,2001
"S01003078",298,41,0,1,138,99,79.53,2.01,18.46,4,1,0,14,2001
"S01003079",343,4,3,1,182,120,88.05,10.5,1.46,28,4,0,1,2001
"S01003080",347,1,0,1,229,73,87.32,11.53,1.15,35,4,1,3,2001
"S01003081",331,1,0,0,260,35,96.68,3.02,0.3,8,2,25,0,2001
"S01003082",233,150,0,0,49,12,26.18,0.43,73.39,1,0,0,21,2001
"S01003083",476,112,0,0,204,35,53.15,11.34,35.5,48,6,14,57,2001
"S01003084",411,178,0,2,73,39,27.98,2.68,69.34,9,0,3,107,2001
"S01003085",417,7,3,2,223,158,91.61,5.76,2.64,17,2,1,4,2001
"S01003086",214,8,3,0,135,51,89.25,4.21,6.54,3,3,5,6,2001
"S01003087",277,2,0,0,179,54,84.12,13,2.89,32,4,0,6,2001
"S01003088",415,202,0,2,48,27,18.31,1.93,79.76,6,0,1,129,2001
"S01003089",212,0,0,0,146,62,98.11,1.89,0,3,1,0,0,2001
"S01003090",342,69,0,2,115,135,73.1,3.8,23.1,10,1,0,10,2001
"S01003091",257,2,0,0,180,56,91.83,7.39,0.78,18,1,0,0,2001
"S01003092",327,100,0,0,141,65,64.22,3.67,32.11,10,2,4,5,2001
"S01003093",508,304,1,1,118,60,35.24,1.38,63.39,4,1,1,18,2001
"S01003094",440,58,0,0,197,146,78.41,5.91,15.68,22,4,2,11,2001
"S01003095",265,2,0,3,139,117,96.6,1.89,1.51,0,2,0,2,2001
"S01003096",268,6,8,7,117,120,88.43,8.58,2.99,7,1,0,2,2001
"S01003097",330,190,0,1,57,35,28.48,1.52,70,4,0,2,41,2001
"S01003098",682,27,1,0,273,96,54.11,25.51,20.38,164,9,0,112,2001
"S01003099",220,60,0,5,38,17,25.91,5.91,68.18,6,2,2,90,2001
"S01003100",387,80,0,1,156,115,70.28,4.13,25.58,10,5,1,19,2001
"S01003101",230,47,0,0,22,16,25.65,1.3,73.04,2,1,21,121,2001
"S01003102",291,1,2,0,163,97,89.35,9.62,1.03,23,3,0,2,2001
"S01003103",272,2,0,0,145,117,96.69,2.21,1.1,5,1,1,1,2001
"S01003104",586,315,0,5,116,87,39.42,3.92,56.66,14,4,28,17,2001
"S01003105",311,2,1,2,165,67,74.6,15.76,9.65,42,4,0,28,2001
"S01003106",276,7,1,2,156,103,93.84,3.26,2.9,3,3,0,1,2001
"S01003107",393,140,0,0,31,13,11.96,1.27,86.77,4,1,3,201,2001
"S01003108",463,32,0,1,224,75,64.58,19.22,16.2,81,7,0,43,2001
"S01003109",370,1,1,1,241,111,95.41,4.05,0.54,11,2,1,1,2001
"S01003110",306,1,3,1,152,138,94.77,4.25,0.98,7,2,0,2,2001
"S01003111",359,215,1,0,88,37,35.1,1.39,63.51,4,0,1,13,2001
"S01003112",410,2,0,0,231,141,90.73,8.54,0.73,29,6,0,1,2001
"S01003113",279,3,0,1,173,85,92.47,5.38,2.15,14,0,0,3,2001
"S01003114",345,5,1,0,192,123,91.59,6.09,2.32,17,3,1,3,2001
"S01003115",239,27,0,1,125,76,84.52,3.77,11.72,5,3,1,1,2001
"S01003116",562,88,0,1,264,122,69.04,14.23,16.73,69,10,2,6,2001
"S01003117",466,55,0,0,228,83,66.95,20.17,12.88,88,6,1,5,2001
"S01003118",541,376,5,4,47,36,15.9,2.77,81.33,4,2,3,64,2001
"S01003119",275,0,0,0,186,36,80.73,17.82,1.45,47,2,0,4,2001
"S01003120",412,0,0,0,293,112,98.3,1.21,0.49,4,1,0,2,2001
"S01003121",371,207,0,1,91,46,36.93,1.89,61.19,5,1,0,20,2001
"S01003122",324,34,1,2,133,75,64.2,4.32,31.48,11,0,0,68,2001
"S01003123",390,32,1,0,237,110,89.23,1.79,8.97,3,3,1,3,2001
"S01003124",491,4,0,3,292,77,75.36,22.81,1.83,100,9,1,5,2001
"S01003125",439,14,0,0,227,61,65.6,25.51,8.88,105,7,0,25,2001
"S01003126",483,405,0,4,20,20,8.9,1.24,89.86,1,1,3,29,2001
"S01003127",333,3,0,1,212,78,87.39,9.91,2.7,29,3,1,6,2001
"S01003128",513,192,1,1,185,76,51.66,9.36,38.99,42,4,4,8,2001
"S01003129",626,100,0,1,304,155,73.32,10.22,16.45,52,11,0,3,2001
"S01003130",413,6,2,0,202,75,67.55,30.02,2.42,117,5,2,4,2001
"S01003131",438,3,0,2,250,74,74.43,24.43,1.14,102,3,2,2,2001
"S01003132",394,289,0,0,43,14,15.48,7.11,77.41,28,0,4,16,2001
"S01003133",571,5,2,2,344,146,85.81,12.78,1.4,60,9,0,3,2001
"S01003134",328,73,1,2,94,39,40.85,3.05,56.1,6,1,1,111,2001
"S01003135",343,63,0,3,145,57,58.89,3.5,37.61,6,3,0,66,2001
"S01003136",374,9,0,0,213,73,78.07,17.11,4.81,58,6,6,9,2001
"S01003137",354,34,0,0,173,80,72.03,18.08,9.89,59,5,2,1,2001
"S01003138",623,369,0,2,126,85,34.67,3.21,62.12,17,1,5,18,2001
"S01003139",579,3,0,1,340,120,79.45,19.69,0.86,104,9,0,2,2001
"S01003140",445,276,1,2,90,45,31.24,1.57,67.19,1,3,4,23,2001
"S01003141",455,3,0,0,301,90,85.93,13.19,0.88,53,7,0,1,2001
"S01003142",414,138,1,8,74,56,31.64,4.35,64.01,8,1,1,127,2001
"S01003143",461,82,0,0,210,97,67.03,13.67,19.31,57,6,2,7,2001
"S01003144",405,164,0,0,134,97,57.28,0.74,41.98,2,1,1,6,2001
"S01003145",333,112,0,1,144,56,60.66,2.4,36.94,6,1,2,11,2001
"S01003146",433,1,0,0,218,69,66.51,32.33,1.15,132,8,1,4,2001
"S01003147",420,110,0,0,185,115,71.43,1.43,27.14,5,1,0,4,2001
"S01003148",296,81,0,0,162,41,68.92,1.35,29.73,3,1,1,7,2001
"S01003149",607,13,1,0,258,116,66.56,22.24,11.2,118,16,30,55,2001
"S01003150",386,142,1,7,41,16,15.03,2.85,82.12,2,1,1,175,2001
"S01003151",348,71,1,0,154,84,68.39,4.02,27.59,10,3,0,25,2001
"S01003152",516,143,0,2,176,137,61.63,7.95,30.43,36,3,5,14,2001
"S01003153",284,13,3,1,149,111,91.55,3.87,4.58,6,1,0,0,2001
"S01003154",491,5,0,2,221,72,60.69,23.42,15.89,105,8,5,73,2001
"S01003155",395,1,3,1,341,45,97.72,1.77,0.51,3,0,0,1,2001
"S01003156",498,29,1,0,244,73,63.65,19.48,16.87,91,5,0,55,2001
"S01003157",582,107,1,2,222,145,63.75,17.18,19.07,81,16,4,4,2001
"S01003158",439,355,0,0,14,15,7.06,0.91,92.03,3,1,2,49,2001
"S01003159",246,186,0,0,23,15,15.45,0,84.55,0,0,0,22,2001
"S01003160",325,172,1,1,92,37,40,2.15,57.85,3,2,1,16,2001
"S01003161",250,80,1,0,108,53,65.6,2,32.4,4,0,3,1,2001
"S01003162",297,165,0,1,83,29,38.05,0.67,61.28,0,1,1,17,2001
"S01003163",298,1,1,1,153,127,93.96,5.03,1.01,10,3,0,2,2001
"S01003164",329,2,2,0,179,59,72.64,26.44,0.91,80,5,1,1,2001
"S01003165",504,34,0,2,189,134,64.88,12.3,22.82,51,9,4,81,2001
"S01003166",421,4,0,1,210,80,69.12,28.98,1.9,108,13,1,4,2001
"S01003167",310,159,0,3,93,38,42.58,1.61,55.81,2,0,1,14,2001
"S01003168",521,13,1,1,277,100,72.74,24.57,2.69,113,13,2,1,2001
"S01003169",390,8,3,1,241,95,88.46,4.1,7.44,12,0,9,21,2001
"S01003170",311,2,0,2,139,161,96.46,2.89,0.64,5,2,0,0,2001
"S01003171",180,5,2,2,97,68,91.67,5.56,2.78,6,0,0,0,2001
"S01003172",361,7,1,3,170,51,66.48,29.92,3.6,97,7,19,6,2001
"S01003173",266,2,0,0,127,41,63.91,34.59,1.5,86,6,2,2,2001
"S01003174",392,14,1,1,179,66,63.27,19.64,17.09,64,11,3,53,2001
"S01003175",460,66,0,1,56,57,25,6.52,68.48,28,1,2,249,2001
"S01003176",440,9,0,2,212,66,63.86,31.36,4.77,129,7,3,12,2001
"S01003177",442,2,2,2,238,130,83.48,15.61,0.9,59,6,1,2,2001
"S01003178",360,277,0,2,38,24,17.22,1.67,81.11,2,2,0,15,2001
"S01003179",303,6,0,6,104,64,55.78,35.97,8.25,95,8,1,19,2001
"S01003180",250,1,0,0,204,33,95.2,3.2,1.6,6,2,1,3,2001
"S01003181",338,169,0,0,115,43,46.75,1.48,51.78,3,2,0,6,2001
"S01003182",373,234,0,1,60,35,26.27,2.68,71.05,7,2,3,31,2001
"S01003183",370,7,1,0,156,51,57.03,32.43,10.54,112,7,4,32,2001
"S01003184",360,144,0,2,46,22,19.72,1.94,78.33,5,0,3,138,2001
"S01003185",266,141,0,0,67,39,40.23,1.5,58.27,4,0,1,14,2001
"S01003186",390,5,2,0,208,153,92.56,5.38,2.05,15,4,0,3,2001
"S01003187",483,4,1,0,251,87,70.19,28.16,1.66,127,8,1,4,2001
"S01003188",460,31,0,2,137,63,45.22,24.78,30,108,4,8,107,2001
"S01003189",447,15,0,0,176,100,61.97,32.44,5.59,137,8,1,10,2001
"S01003190",416,106,0,0,89,20,26.92,8.17,64.9,33,1,3,164,2001
"S01003191",278,8,0,0,57,24,29.14,11.51,59.35,31,1,0,157,2001
"S01003192",547,7,0,0,207,54,47.9,42.05,10.05,221,9,1,48,2001
"S01003193",279,20,2,0,122,39,57.71,3.23,39.07,7,0,0,89,2001
"S01003194",371,169,0,1,89,52,38.54,0.54,60.92,1,0,2,57,2001
"S01003195",295,8,1,0,165,114,95.25,1.02,3.73,2,0,2,3,2001
"S01003196",393,2,2,0,180,185,93.13,5.09,1.78,11,7,1,5,2001
"S01003197",304,2,3,1,142,140,93.09,4.28,2.63,9,0,1,6,2001
"S01003198",449,189,0,2,107,42,33.85,5.57,60.58,21,2,3,83,2001
"S01003199",354,68,0,0,211,55,75.42,2.82,21.75,6,4,1,9,2001
"S01003200",416,62,1,0,148,80,55.05,21.39,23.56,82,6,1,36,2001
"S01003201",400,253,0,4,23,12,10.25,4,85.75,12,0,6,90,2001
"S01003202",541,423,1,0,50,36,17.19,1.48,81.33,6,1,7,17,2001
"S01003203",423,113,0,2,188,101,68.56,3.07,28.37,7,4,1,7,2001
"S01003204",376,134,0,1,172,45,58.24,3.99,37.77,13,1,2,8,2001
"S01003205",440,49,0,1,97,39,31.36,5.68,62.95,17,7,2,228,2001
"S01003206",424,12,0,5,53,31,21.46,13.68,64.86,52,1,7,263,2001
"S01003207",313,2,1,4,167,51,71.25,24.6,4.15,68,4,5,11,2001
"S01003208",442,243,0,1,33,11,14.25,1.81,83.94,6,1,19,128,2001
"S01003209",255,72,0,0,123,55,70.2,0.78,29.02,0,2,1,2,2001
"S01003210",349,3,1,1,161,135,85.1,4.3,10.6,7,6,1,34,2001
"S01003211",243,0,0,1,131,55,77.78,21.4,0.82,40,11,3,2,2001
"S01003212",268,20,0,0,171,51,82.84,8.21,8.96,18,4,0,4,2001
"S01003213",248,50,0,0,100,37,56.05,1.61,42.34,4,0,2,55,2001
"S01003214",354,137,0,1,157,47,57.91,1.69,40.4,3,2,1,6,2001
