"datazone","stayer","total","mover","one_year_mover_prop","ten_year_stayer_prop"
"S01004795",919,1048,129,0.123091603053435,0.268869962980907
"S01004796",717,825,108,0.130909090909091,0.245839730512627
"S01004797",678,759,81,0.106719367588933,0.323503646023685
"S01004798",805,964,159,0.1649377593361,0.164887777652197
"S01004799",580,684,104,0.152046783625731,0.19218474792554
"S01004800",682,804,122,0.151741293532338,0.192878250924676
"S01004801",678,766,88,0.114882506527415,0.295127203285899
"S01004802",811,961,150,0.156087408949011,0.183220753740466
"S01004803",774,939,165,0.175718849840256,0.144795039648944
"S01004804",854,1011,157,0.155291790306627,0.184955457656265
"S01004805",638,735,97,0.131972789115646,0.242847365458473
"S01004806",511,575,64,0.111304347826087,0.307277354025779
"S01004807",503,575,72,0.125217391304348,0.262422702501269
"S01004808",658,816,158,0.193627450980392,0.116240467673077
"S01004809",438,518,80,0.154440154440154,0.186828663736837
"S01004810",636,730,94,0.128767123287671,0.251966356074847
"S01004811",613,663,50,0.0754147812971342,0.456530146635078
"S01004812",783,936,153,0.163461538461538,0.167825957325105
"S01004813",853,971,118,0.121524201853759,0.273714631007863
"S01004814",854,957,103,0.107628004179728,0.320228019294424
"S01004815",692,789,97,0.122940430925222,0.269333833444618
"S01004816",765,844,79,0.0936018957345972,0.374274195291659
"S01004817",529,665,136,0.204511278195489,0.10147060909738
"S01004818",775,917,142,0.154852780806979,0.185918954442296
"S01004819",635,741,106,0.143049932523617,0.213577339921404
"S01004820",1040,1141,101,0.0885188431200701,0.395801056212351
"S01004821",937,1035,98,0.0946859903381643,0.369821717297485
"S01004822",683,760,77,0.101315789473684,0.343614208764069
"S01004823",787,855,68,0.0795321637426901,0.43660245792203
"S01004824",752,813,61,0.0750307503075031,0.458429915060793
"S01004825",597,663,66,0.0995475113122172,0.350435445449007
"S01004826",681,898,217,0.241648106904232,0.0629082715006173
"S01004827",656,729,73,0.100137174211248,0.348147363451892
"S01004828",943,1052,109,0.10361216730038,0.334934226030439
"S01004829",761,832,71,0.0853365384615385,0.409839020383555
"S01004830",682,758,76,0.100263852242744,0.347657569969268
"S01004831",826,931,105,0.112781954887218,0.302206404164121
"S01004832",611,673,62,0.0921248142644874,0.380418352300358
"S01004833",828,958,130,0.135699373695198,0.232620656504634
"S01004834",742,840,98,0.116666666666667,0.289231901097091
"S01004835",607,766,159,0.20757180156658,0.097633580053628
"S01004836",681,763,82,0.107470511140236,0.320793632709409
"S01004837",798,867,69,0.0795847750865052,0.436352972454899
"S01004838",913,1029,116,0.112730806608358,0.302380671900981
"S01004839",869,970,101,0.104123711340206,0.33302774894098
"S01004840",654,729,75,0.102880658436214,0.337677559255518
"S01004841",819,891,72,0.0808080808080808,0.430588054406448
"S01004842",402,583,181,0.310463121783877,0.0242982492801677
"S01004843",680,743,63,0.0847913862718708,0.41228828004152
"S01004844",879,979,100,0.102145045965271,0.34045665879043
"S01004845",745,818,73,0.089242053789731,0.392671779693841
"S01004846",714,789,75,0.0950570342205323,0.368308791598374
"S01004847",862,922,60,0.0650759219088937,0.510227012920117
"S01004848",674,720,46,0.0638888888888889,0.516742284691916
"S01004849",513,641,128,0.199687987519501,0.107793694208724
"S01004850",785,857,72,0.0840140023337223,0.415803698725647
"S01004851",584,650,66,0.101538461538462,0.342763765090748
"S01004852",688,785,97,0.123566878980892,0.267416262645751
"S01004853",705,777,72,0.0926640926640927,0.378164695620456
"S01004854",910,1017,107,0.105211406096362,0.329006436237356
"S01004855",611,689,78,0.113207547169811,0.300759866478133
"S01004856",674,721,47,0.0651872399445215,0.509619829430249
"S01004857",897,959,62,0.0646506777893639,0.512552503047269
"S01004858",885,1014,129,0.127218934911243,0.256479794479813
"S01004859",899,1079,180,0.166821130676552,0.161206470866241
"S01004860",324,515,191,0.370873786407767,0.00971354623414926
"S01004861",781,876,95,0.108447488584475,0.31729941915938
"S01004862",656,738,82,0.111111111111111,0.307946147657439
"S01004863",929,1046,117,0.111854684512428,0.30537979176648
"S01004864",550,636,86,0.135220125786164,0.233913743024193
"S01004865",747,828,81,0.0978260869565217,0.357192762292385
"S01004866",890,1002,112,0.111776447105788,0.305648909846556
"S01004867",766,868,102,0.117511520737327,0.286477451512291
"S01004868",718,818,100,0.122249388753056,0.271463475950036
"S01004869",858,951,93,0.0977917981072555,0.357328543471194
"S01004870",906,1016,110,0.108267716535433,0.317939800427513
"S01004871",724,824,100,0.121359223300971,0.274229104204692
"S01004872",806,912,106,0.116228070175439,0.290671220886349
"S01004873",770,836,66,0.0789473684210526,0.439384241931812
"S01004874",789,928,139,0.149784482758621,0.197374148724066
"S01004875",671,793,122,0.153846153846154,0.188145280374965
"S01004876",963,1078,115,0.106679035250464,0.323649740200569
"S01004877",735,830,95,0.114457831325301,0.296546270883275
"S01004878",704,811,107,0.13193588162762,0.242950641038152
"S01004879",647,765,118,0.154248366013072,0.187252858080065
"S01004880",633,812,179,0.220443349753695,0.0828851652670768
"S01004881",744,871,127,0.145809414466131,0.206798700504679
"S01004882",501,551,50,0.0907441016333938,0.38624357675055
"S01004883",619,836,217,0.259569377990431,0.0495271931342433
"S01004884",537,636,99,0.155660377358491,0.184149990383409
"S01004885",568,674,106,0.15727002967359,0.180669312422733
"S01004886",786,958,172,0.179540709812109,0.138219834813701
"S01004887",474,534,60,0.112359550561798,0.303648294702553
"S01004888",580,726,146,0.201101928374656,0.105904332831617
"S01004889",872,979,107,0.10929519918284,0.314295332353828
"S01004890",670,831,161,0.193742478941035,0.116074758607406
"S01004891",894,1032,138,0.133720930232558,0.238000689399111
"S01004892",718,862,144,0.167053364269142,0.160757700062751
"S01004893",720,800,80,0.1,0.3486784401
"S01004894",697,806,109,0.135235732009926,0.233871533279458
"S01004895",810,962,152,0.158004158004158,0.179101601147411
"S01004896",919,1034,115,0.111218568665377,0.307574074787812
"S01004897",557,633,76,0.120063191153239,0.278301054280702
"S01004898",964,1116,152,0.136200716845878,0.231274842043311
"S01004899",690,781,91,0.11651728553137,0.289721395634202
"S01004900",686,783,97,0.123882503192848,0.266454792836506
"S01004901",689,893,204,0.228443449048152,0.0747614352387905
"S01004902",688,815,127,0.155828220858896,0.183784251952797
"S01004903",604,693,89,0.128427128427128,0.252951372432846
"S01004904",970,1163,193,0.165950128976784,0.162899666570395
"S01004905",991,1148,157,0.136759581881533,0.229782877796914
"S01004906",766,921,155,0.168295331161781,0.158376738205838
"S01004907",594,766,172,0.224543080939948,0.0786279139108099
"S01004908",688,768,80,0.104166666666667,0.332868103801781
"S01004909",914,1060,146,0.137735849056604,0.227197372587037
"S01004910",834,946,112,0.118393234672304,0.283628025997317
"S01004911",673,855,182,0.212865497076023,0.0913039349742742
"S01004912",710,819,109,0.133089133089133,0.239742190760387
"S01004913",615,692,77,0.111271676300578,0.307390338497939
"S01004914",569,733,164,0.223738062755798,0.0794479906074891
"S01004915",533,662,129,0.194864048338369,0.114470135228083
"S01004916",735,862,127,0.147331786542923,0.203142471814883
"S01004917",502,592,90,0.152027027027027,0.192229530054856
"S01004918",492,619,127,0.205169628432956,0.100633954143748
"S01004919",486,583,97,0.166380789022298,0.162060489008615
"S01004920",916,1036,120,0.115830115830116,0.291982741926197
"S01004921",670,785,115,0.146496815286624,0.205140523544392
"S01004922",628,794,166,0.209068010075567,0.095805714277904
"S01004923",706,903,197,0.218161683277962,0.0853433148393641
"S01004924",815,948,133,0.140295358649789,0.220542713653333
"S01004925",516,586,70,0.119453924914676,0.280234019500762
"S01004926",810,1062,252,0.23728813559322,0.0666200602819741
"S01004927",942,1060,118,0.111320754716981,0.307220629913363
"S01004928",424,655,231,0.352671755725191,0.0129194958274414
"S01004929",673,747,74,0.0990629183400268,0.352325943888278
"S01004930",593,716,123,0.171787709497207,0.151850669335195
"S01004931",832,993,161,0.162134944612286,0.170506436499715
"S01004932",701,839,138,0.164481525625745,0.165790855048314
"S01004933",825,972,147,0.151234567901235,0.1940335530015
"S01004934",631,734,103,0.140326975476839,0.220461619442044
"S01004935",694,762,68,0.089238845144357,0.392685613934538
"S01004936",836,968,132,0.136363636363636,0.230839009056934
"S01004937",482,572,90,0.157342657342657,0.180513669406631
"S01004938",739,834,95,0.113908872901679,0.29838973418624
"S01004939",572,643,71,0.110419906687403,0.310349148880028
"S01004940",519,559,40,0.0715563506261181,0.475943609173221
"S01004941",617,708,91,0.128531073446328,0.25264986088107
"S01004942",963,1051,88,0.0837297811607992,0.41709569846612
"S01004943",816,916,100,0.109170305676856,0.314736311492022
"S01004944",505,537,32,0.0595903165735568,0.540967188155194
"S01004945",540,646,106,0.164086687306502,0.166575995836753
"S01004946",565,648,83,0.128086419753086,0.25394193205452
"S01004947",628,766,138,0.180156657963446,0.137185667597253
"S01004948",502,638,136,0.213166144200627,0.0909557971092236
"S01004949",535,614,79,0.128664495114007,0.252263320977267
"S01004950",463,587,124,0.211243611584327,0.0932027867097284
"S01004951",625,701,76,0.108416547788873,0.317409553219746
"S01004952",806,1045,239,0.228708133971292,0.0745053593259559
"S01004953",783,998,215,0.215430861723447,0.08837149613847
"S01004954",711,886,175,0.197516930022573,0.110753838887294
"S01004955",617,737,120,0.162822252374491,0.169112909627021
"S01004956",628,743,115,0.154777927321669,0.18608368585633
"S01004957",576,715,139,0.194405594405594,0.115123614412824
"S01004958",712,1005,293,0.291542288557214,0.0318521915513353
"S01004959",520,754,234,0.310344827586207,0.0243399665835865
"S01004960",496,630,134,0.212698412698413,0.0914979303020232
"S01004961",532,718,186,0.259052924791086,0.0498737335255573
"S01004962",520,619,99,0.159935379644588,0.175035825110761
"S01004963",510,603,93,0.154228855721393,0.187296059145312
"S01004964",930,1029,99,0.0962099125364431,0.36364342363617
"S01004965",775,873,98,0.112256586483391,0.304000703065675
"S01004966",758,825,67,0.0812121212121212,0.428699099068653
"S01004967",634,717,83,0.115760111576011,0.292214001987225
"S01004968",527,618,91,0.147249190938511,0.203339336090257
"S01004969",851,963,112,0.116303219106957,0.290424151767131
"S01004970",708,805,97,0.120496894409938,0.276932402395764
"S01004971",895,1051,156,0.148430066603235,0.200541007689039
"S01004972",712,812,100,0.123152709359606,0.268682662923904
"S01004973",832,997,165,0.165496489468405,0.1637878491372
"S01004974",744,950,206,0.216842105263158,0.0867947192226805
"S01004975",670,795,125,0.157232704402516,0.180749348442623
"S01004976",691,812,121,0.149014778325123,0.199168283887545
"S01004977",911,1036,125,0.120656370656371,0.276430663165644
"S01004978",884,1076,192,0.178438661710037,0.140087678018143
"S01004979",800,1000,200,0.2,0.1073741824
"S01004980",957,1177,220,0.186915887850467,0.126285866753906
"S01004981",865,1007,142,0.141012909632572,0.218708856093012
"S01004982",630,774,144,0.186046511627907,0.127642672239099
"S01004983",832,981,149,0.151885830784913,0.192549851982958
"S01004984",703,851,148,0.173913043478261,0.147998614369944
"S01004985",659,768,109,0.141927083333333,0.216392371073263
"S01004986",601,719,118,0.164116828929068,0.16651594109066
"S01004987",443,561,118,0.210338680926916,0.0942776285237732
"S01004988",453,599,146,0.243739565943239,0.0611946980538251
"S01004989",496,693,197,0.284271284271284,0.0352764130246361
"S01004990",469,558,89,0.159498207885305,0.175948852082055
"S01004991",528,615,87,0.141463414634146,0.2175645173376
"S01004992",826,902,76,0.0842572062084257,0.414701014487385
"S01004993",677,779,102,0.130937098844673,0.245760515958448
"S01004994",733,873,140,0.160366552119129,0.174139506497023
"S01004995",826,1007,181,0.17974180734856,0.137881426425289
"S01004996",530,715,185,0.258741258741259,0.0500839159439448
"S01004997",802,943,141,0.149522799575822,0.197982477897757
"S01004998",737,893,156,0.174692049272116,0.14660888461887
"S01004999",803,960,157,0.163541666666667,0.167665273764736
"S01005000",529,596,67,0.11241610738255,0.303454877885608
"S01005001",938,1114,176,0.157989228007181,0.17913336139615
"S01005002",728,849,121,0.142520612485277,0.214900235140928
"S01005003",785,977,192,0.196519959058342,0.112137515642397
"S01005004",537,627,90,0.143540669856459,0.212357424094367
"S01005005",909,1018,109,0.107072691552063,0.322226350242032
"S01005006",499,631,132,0.20919175911252,0.0956559223721181
"S01005007",769,921,152,0.165038002171553,0.164689949374202
"S01005008",1125,1450,325,0.224137931034483,0.0790396852460788
"S01005009",563,694,131,0.188760806916427,0.123449474044841
"S01005010",544,667,123,0.184407796101949,0.130235882674797
"S01005011",538,625,87,0.1392,0.223368837114348
"S01005012",583,797,214,0.268506900878294,0.0438634041766642
"S01005013",593,727,134,0.184319119669876,0.13037755280703
"S01005014",730,888,158,0.177927927927928,0.140960990712218
"S01005015",571,690,119,0.172463768115942,0.150615675905861
"S01005016",700,893,193,0.216125419932811,0.0875922760098403
"S01005017",656,764,108,0.141361256544503,0.217823538103017
"S01005018",574,658,84,0.127659574468085,0.25518784701564
"S01005019",864,1156,292,0.252595155709343,0.0543950128821746
"S01005020",787,966,179,0.185300207039337,0.128817853865373
"S01005021",862,1018,156,0.153241650294695,0.18949374470671
"S01005022",622,761,139,0.182654402102497,0.133062990349971
"S01005023",526,631,105,0.166402535657686,0.16201821722999
"S01005024",824,1001,177,0.176823176823177,0.142866808183782
"S01005025",619,732,113,0.154371584699454,0.186980225675986
"S01005026",590,669,79,0.118086696562033,0.284615756188618
"S01005027",596,794,198,0.249370277078086,0.0567881306899496
"S01005028",542,634,92,0.145110410094637,0.208497228587939
"S01005029",784,1096,312,0.284671532846715,0.0350796365696667
"S01005030",930,1063,133,0.125117591721543,0.262722241213877
"S01005031",556,724,168,0.232044198895028,0.071344788337411
"S01005032",822,936,114,0.121794871794872,0.272872448602819
"S01005033",614,766,152,0.198433420365535,0.109495435455265
"S01005034",730,901,171,0.189789123196448,0.121893540426351
"S01005035",841,997,156,0.156469408224674,0.182393087436017
"S01005036",502,587,85,0.144804088586031,0.209245515454134
"S01005037",757,1135,378,0.333039647577093,0.0174180759414445
"S01005038",813,984,171,0.173780487804878,0.148236267654427
"S01005039",1006,1163,157,0.134995700773861,0.234521498188039
"S01005040",771,1126,355,0.315275310834813,0.0226547813689769
"S01005041",391,710,319,0.449295774647887,0.00256557128875009
"S01005042",801,907,106,0.116868798235943,0.288570738071161
"S01005043",686,815,129,0.158282208588957,0.178511035677485
"S01005044",823,1021,198,0.193927522037218,0.115808631934115
"S01005045",853,1012,159,0.157114624505929,0.181002755593754
"S01005046",918,1138,220,0.193321616871705,0.116682087811812
"S01005047",713,1090,377,0.345871559633028,0.0143426803351134
"S01005048",596,779,183,0.234916559691913,0.0687207705790082
"S01005049",636,883,247,0.279728199320498,0.0375806355718046
"S01005050",852,1060,208,0.19622641509434,0.112547873822436
"S01005051",807,987,180,0.182370820668693,0.133525379361217
"S01005052",611,698,87,0.124641833810888,0.264154416483347
"S01005053",805,1034,229,0.22147001934236,0.0818000211760044
"S01005054",569,638,69,0.108150470219436,0.318358079932028
"S01005055",731,850,119,0.14,0.221301578888031
"S01005056",569,880,311,0.353409090909091,0.0127730891234367
"S01005057",686,858,172,0.2004662004662,0.106750097062763
"S01005058",629,782,153,0.195652173913043,0.113354541297751
"S01005059",491,572,81,0.141608391608392,0.217197405576608
"S01005060",673,795,122,0.153459119496855,0.189007638367547
"S01005061",982,1168,186,0.159246575342466,0.176476324514001
"S01005062",470,536,66,0.123134328358209,0.268738991116432
"S01005063",480,606,126,0.207920792079208,0.097204446597545
"S01005064",752,821,69,0.0840438489646772,0.415668232462808
"S01005065",727,967,240,0.248190279214064,0.0576871877684809
"S01005066",701,875,174,0.198857142857143,0.108917997845117
"S01005067",401,562,161,0.286476868327402,0.0342042892581989
"S01005068",640,749,109,0.145527369826435,0.207482543277193
"S01005069",542,698,156,0.223495702005731,0.0796963880745557
"S01005070",724,962,238,0.247401247401247,0.0582954879193568
"S01005071",640,845,205,0.242603550295858,0.0621201721140779
"S01005072",553,649,96,0.147919876733436,0.201745726983182
"S01005073",705,885,180,0.203389830508475,0.102910209646153
"S01005074",724,830,106,0.127710843373494,0.255037908509958
"S01005075",449,619,170,0.274636510500808,0.0403233791912748
"S01005076",714,829,115,0.138721351025332,0.224613994974666
"S01005077",577,739,162,0.219215155615697,0.0842003210832368
"S01005078",655,788,133,0.168781725888325,0.157452958388723
"S01005079",620,743,123,0.165545087483176,0.163692490896173
"S01005080",459,549,90,0.163934426229508,0.166879661774604
"S01005081",587,733,146,0.199181446111869,0.108477899218846
"S01005082",631,743,112,0.150740242261104,0.195166581348994
"S01005083",874,994,120,0.120724346076459,0.276217049798869
"S01005084",578,690,112,0.16231884057971,0.170132575634378
"S01005085",535,610,75,0.122950819672131,0.26930193262521
"S01005086",653,813,160,0.19680196801968,0.111744551512896
"S01005087",475,548,73,0.133211678832117,0.239403508845564
"S01005088",567,629,62,0.0985691573926868,0.354261644631354
"S01005089",756,865,109,0.126011560693642,0.260050013324856
"S01005090",798,940,142,0.151063829787234,0.194424225462645
"S01005091",655,740,85,0.114864864864865,0.295186031651339
"S01005092",625,725,100,0.137931034482759,0.226683603446804
"S01005093",738,836,98,0.117224880382775,0.287409317801283
"S01005094",478,561,83,0.14795008912656,0.201674204967799
"S01005095",880,1070,190,0.177570093457944,0.141575774013208
"S01005096",541,648,107,0.165123456790123,0.164521474198262
"S01005097",648,790,142,0.179746835443038,0.137872974675321
"S01005098",702,818,116,0.141809290953545,0.21668960832926
"S01005099",788,904,116,0.128318584070796,0.253266570818864
"S01005100",556,631,75,0.118858954041204,0.282133283576276
"S01005101",751,891,140,0.15712682379349,0.180976560325433
"S01005102",877,1041,164,0.157540826128722,0.180089602113631
"S01005103",785,1095,310,0.28310502283105,0.0358554663677871
"S01005104",858,1138,280,0.246045694200351,0.0593540362899804
"S01005105",811,960,149,0.155208333333333,0.185138274480725
"S01005106",482,589,107,0.181663837011885,0.134684442988625
"S01005107",519,622,103,0.165594855305466,0.163594889065419
"S01005108",552,593,41,0.0691399662731872,0.48847668947932
"S01005109",800,1005,205,0.203980099502488,0.102150207310164
"S01005110",913,1096,183,0.166970802919708,0.160917113566936
"S01005111",497,574,77,0.134146341463415,0.23683449805499
"S01005112",759,994,235,0.236418511066398,0.0673835542805477
"S01005113",964,1107,143,0.129177958446251,0.250780711523764
"S01005114",895,996,101,0.10140562248996,0.343270884389782
"S01005115",777,954,177,0.185534591194969,0.12844773218644
"S01005116",605,701,96,0.136947218259629,0.229283903494227
"S01005117",634,747,113,0.151271753681392,0.193948560535643
"S01005118",680,864,184,0.212962962962963,0.0911909420611738
"S01005119",623,731,108,0.147742818057456,0.202165338363834
"S01005120",600,696,96,0.137931034482759,0.226683603446804
"S01005121",774,929,155,0.166846071044133,0.161158221837715
"S01005122",709,854,145,0.169789227166276,0.155554881713772
"S01005123",680,798,118,0.147869674185464,0.201864622318871
"S01005124",697,802,105,0.130922693266833,0.245801256235465
"S01005125",688,901,213,0.236403995560488,0.0673963648327925
"S01005126",520,612,92,0.150326797385621,0.196118794420838
"S01005127",570,670,100,0.149253731343284,0.19860973398339
"S01005128",740,892,152,0.170403587443946,0.154407593204058
"S01005129",810,945,135,0.142857142857143,0.214058315601308
"S01005130",590,735,145,0.197278911564626,0.111082776302991
"S01005131",730,926,196,0.211663066954644,0.0927083249610589
"S01005132",645,769,124,0.161248374512354,0.172319231191786
"S01005133",445,540,95,0.175925925925926,0.144431696188408
"S01005134",897,1041,144,0.138328530259366,0.225640542563006
"S01005135",645,790,145,0.183544303797468,0.131621317430819
"S01005136",789,961,172,0.1789802289282,0.139166964778012
"S01005137",767,979,212,0.216547497446374,0.0871217762838203
"S01005138",961,1148,187,0.162891986062718,0.168972097862996
"S01005139",566,713,147,0.20617110799439,0.0993731401046209
"S01005140",599,770,171,0.222077922077922,0.0811635383854421
"S01005141",762,937,175,0.186766275346852,0.12651843306291
"S01005142",554,715,161,0.225174825174825,0.0779896963209839
"S01005143",887,1055,168,0.159241706161137,0.176486545318269
"S01005144",956,1172,216,0.184300341296928,0.130407571065657
"S01005145",706,851,145,0.170387779083431,0.154437018840215
"S01005146",637,796,159,0.199748743718593,0.107711889885174
"S01005147",818,1016,198,0.19488188976378,0.114444771726025
"S01005148",617,707,90,0.127298444130127,0.256246240485857
"S01005149",553,633,80,0.126382306477093,0.258948984890495
"S01005150",600,690,90,0.130434782608696,0.247184706121866
"S01005151",681,765,84,0.109803921568627,0.312504854111276
"S01005152",684,808,124,0.153465346534653,0.188993735686918
"S01005153",668,836,168,0.200956937799043,0.106096693750757
"S01005154",555,661,106,0.16036308623298,0.174146694858996
"S01005155",697,798,101,0.1265664160401,0.258403783050422
"S01005156",663,770,107,0.138961038961039,0.223989691871077
"S01005157",855,995,140,0.14070351758794,0.219497884962755
"S01005158",740,787,47,0.059720457433291,0.54021902371119
"S01005159",874,1008,134,0.132936507936508,0.240164606634603
"S01005160",975,1184,209,0.17652027027027,0.143393390323723
"S01005161",1025,1142,117,0.102451838879159,0.339295121158091
"S01005162",905,1038,133,0.128131021194605,0.253812061736381
"S01005163",536,623,87,0.139646869983949,0.222211960150236
"S01005164",872,971,99,0.101956745623069,0.341171347070604
"S01005165",710,830,120,0.144578313253012,0.209798589197744
"S01005166",969,1153,184,0.159583694709454,0.175769977672712
"S01005167",869,1058,189,0.178638941398866,0.139746547577367
"S01005168",617,743,126,0.169582772543742,0.155942144653976
"S01005169",591,660,69,0.104545454545455,0.331463302731296
"S01005170",799,867,68,0.0784313725490196,0.441851993134814
"S01005171",905,1047,142,0.135625596943649,0.232819297922089
"S01005172",960,1301,341,0.262106072252114,0.0478563271728886
"S01005173",661,747,86,0.115127175368139,0.294312411166804
"S01005174",878,1025,147,0.143414634146341,0.212670134210376
"S01005175",641,730,89,0.121917808219178,0.272490705908668
"S01005176",636,722,86,0.119113573407202,0.281319075025659
"S01005177",897,1144,247,0.215909090909091,0.0878343083642255
"S01005178",882,997,115,0.115346038114343,0.293585274183474
"S01005179",882,1068,186,0.174157303370787,0.147561589395053
"S01005180",843,974,131,0.134496919917864,0.235877316041253
"S01005181",686,940,254,0.270212765957447,0.0428511637599577
"S01005182",722,879,157,0.178612059158134,0.139792291816509
"S01005183",867,1047,180,0.171919770773639,0.151608711925198
"S01005184",1006,1146,140,0.12216404886562,0.271727523625833
"S01005185",506,568,62,0.109154929577465,0.314790640537657
"S01005186",713,777,64,0.0823680823680824,0.423335910875647
"S01005187",960,1046,86,0.0822179732313576,0.424028927165739
"S01005188",958,1027,69,0.0671859785783836,0.498827806679963
"S01005189",887,1021,134,0.131243878550441,0.244894356705296
"S01005190",882,979,97,0.0990806945863126,0.352256433188573
"S01005191",853,1019,166,0.162904808635918,0.168946217000352
"S01005192",810,897,87,0.096989966555184,0.360517008190619
"S01005193",792,940,148,0.157446808510638,0.1802906813049
"S01005194",564,625,61,0.0976,0.358088906088575
"S01005195",961,1045,84,0.0803827751196172,0.432584518032208
"S01005196",692,885,193,0.218079096045198,0.0854335076497727
"S01005197",682,833,151,0.181272509003601,0.1353298911487
"S01005198",878,970,92,0.0948453608247423,0.369171202685177
"S01005199",850,970,120,0.123711340206186,0.266975811016249
"S01005200",575,685,110,0.160583941605839,0.173689166857525
"S01005201",811,945,134,0.141798941798942,0.216715740935146
"S01005202",861,995,134,0.134673366834171,0.235396882582506
"S01005203",917,1021,104,0.101860920666014,0.341535565965594
"S01005204",518,596,78,0.130872483221477,0.245943302302615
"S01005205",780,978,198,0.202453987730061,0.104125590909316
"S01005206",898,958,60,0.0626304801670146,0.523730994012101
"S01005207",899,1010,111,0.10990099009901,0.312164260535622
"S01005208",579,721,142,0.196948682385576,0.111540603533552
"S01005209",740,854,114,0.133489461358314,0.238637389978071
"S01005210",884,1010,126,0.124752475247525,0.263820726715549
"S01005211",600,761,161,0.211563731931669,0.092825209085169
"S01005212",607,709,102,0.143864598025388,0.211555616111386
"S01005213",895,990,95,0.095959595959596,0.364651838210422
"S01005214",735,962,227,0.235966735966736,0.0677832940710903
"S01005215",842,950,108,0.113684210526316,0.299147144813395
"S01005216",549,656,107,0.163109756097561,0.168533038479808
"S01005217",769,903,134,0.148394241417497,0.200625390413509
"S01005218",824,947,123,0.129883843717001,0.248755291012891
"S01005219",956,1082,126,0.11645101663586,0.289938785272568
"S01005220",675,773,98,0.126778783958603,0.257776183300605
"S01005221",719,874,155,0.177345537757437,0.141962806840845
"S01005222",688,845,157,0.185798816568047,0.128031635374219
"S01005223",681,792,111,0.140151515151515,0.22091199782605
"S01005224",688,848,160,0.188679245283019,0.123573645774145
"S01005225",874,986,112,0.113590263691684,0.299464383168674
"S01005226",517,616,99,0.160714285714286,0.173419651561802
"S01005227",851,1007,156,0.154915590863952,0.185780828500926
"S01005228",1158,1379,221,0.160261058738216,0.174358422922385
"S01005229",726,935,209,0.223529411764706,0.0796617968782036
"S01005230",700,839,139,0.165673420738975,0.163440917593104
"S01005231",630,818,188,0.229828850855746,0.0734298190207481
"S01005232",815,977,162,0.165813715455476,0.16316629426536
"S01005233",488,668,180,0.269461077844311,0.0432945864155511
"S01005234",903,1124,221,0.196619217081851,0.111999063383816
"S01005235",805,1019,214,0.210009813542689,0.0946709997961891
"S01005236",889,1052,163,0.154942965779468,0.185720657077206
"S01005237",935,1006,71,0.0705765407554672,0.480990281573219
"S01005238",784,853,69,0.0808909730363423,0.430199909974548
"S01005239",783,1026,243,0.236842105263158,0.0670106781176891
"S01005240",821,1059,238,0.224740321057601,0.0784281498791239
"S01005241",892,996,104,0.104417670682731,0.331936613978216
"S01005242",763,977,214,0.219037871033777,0.0843917013388754
"S01005243",769,987,218,0.220871327254306,0.0824312472889767
"S01005244",988,1105,117,0.105882352941176,0.326547727413754
"S01005245",666,958,292,0.304801670146138,0.0263686078144645
"S01005246",851,1031,180,0.17458777885548,0.146794217422002
"S01005247",659,835,176,0.210778443113772,0.0937539104548158
"S01005248",571,688,117,0.170058139534884,0.155051759930185
"S01005249",642,992,350,0.352822580645161,0.012889425455001
"S01005250",699,900,201,0.223333333333333,0.0798631917838443
"S01005251",857,1051,194,0.184586108468126,0.12995142882148
"S01005252",559,660,101,0.153030303030303,0.189967244575699
"S01005253",505,581,76,0.130808950086059,0.246123145764571
"S01005254",625,869,244,0.28078250863061,0.0370341523610265
"S01005255",570,673,103,0.153046062407132,0.189931900752347
"S01005256",662,776,114,0.146907216494845,0.204156250914417
"S01005257",876,1032,156,0.151162790697674,0.194197703030306
"S01005258",1006,1079,73,0.0676552363299351,0.496324096150559
"S01005259",678,776,98,0.126288659793814,0.259226696920806
"S01005260",602,678,76,0.112094395280236,0.30455657085405
"S01005261",578,664,86,0.129518072289157,0.249802965955482
"S01005262",870,1105,235,0.212669683257919,0.0915313243162558
"S01005263",514,621,107,0.172302737520129,0.150909016306715
"S01005264",694,761,67,0.088042049934297,0.397876360667612
"S01005265",512,680,168,0.247058823529412,0.0585612694787653
"S01005266",821,912,91,0.099780701754386,0.349528978626998
"S01005267",861,1010,149,0.147524752475248,0.202683211347898
"S01005268",765,1066,301,0.282363977485929,0.0362278286230143
"S01005269",680,744,64,0.0860215053763441,0.406780168242369
"S01005270",1024,1100,76,0.0690909090909091,0.488734182259312
"S01005271",576,623,47,0.0754414125200642,0.456398667349817
"S01005272",602,698,96,0.137535816618911,0.227724987205442
"S01005273",777,853,76,0.0890973036342321,0.393296314129257
"S01005274",695,755,60,0.0794701986754967,0.436896463825411
"S01005275",483,606,123,0.202970297029703,0.103453470870191
"S01005276",607,717,110,0.153417015341702,0.189101665584346
"S01005277",611,698,87,0.124641833810888,0.264154416483347
"S01005278",784,914,130,0.142231947483589,0.215624780096916
"S01005279",524,570,46,0.0807017543859649,0.431086391316178
"S01005280",706,832,126,0.151442307692308,0.193559168424931
"S01005281",812,1010,198,0.196039603960396,0.112809728650428
"S01005282",698,809,111,0.137206427688504,0.228596201764884
"S01005283",761,890,129,0.144943820224719,0.208903877590706
"S01005284",781,955,174,0.182198952879581,0.13380631883782
